J_LL_CH_1s1s,J_LL_CH_2s1s,J_LL_CH_2px1s,J_LL_CH_2py1s,J_LL_CH_2pz1s,J_LL_C_1s1s,J_LL_C1_1s1s,J_LL_C1_1s2s,J_LL_C1_1s2px,J_LL_C1_1s2py,J_LL_C1_1s2pz,J_LL_C1_2s1s,J_LL_C1_2s2s,J_LL_C1_2s2px,J_LL_C1_2s2py,J_LL_C1_2s2pz,J_LL_C1_2px1s,J_LL_C1_2px2s,J_LL_C1_2px2px,J_LL_C1_2px2py,J_LL_C1_2px2pz,J_LL_C1_2py1s,J_LL_C1_2py2s,J_LL_C1_2py2px,J_LL_C1_2py2py,J_LL_C1_2py2pz,J_LL_C1_2pz1s,J_LL_C1_2pz2s,J_LL_C1_2pz2px,J_LL_C1_2pz2py,J_LL_C1_2pz2pz,J_CH_1s1s,J_QU_CH_2s1s,J_QU_CH_2px1s,J_QU_CH_2py1s,J_QU_CH_2pz1s
0.26314173985073191,1.442425889641116,-0.026825543979062675,0.064883283165887429,1.363369693773856,2.8924824985118365,7.1326874040860533,1.4563441207883152,-0.0068784281208869461,0.019422778671599132,-0.0037608243519523608,1.4563441207883152,4.0034205586706424,-0.08833064561998169,0.22291309866340295,-0.039678553592488931,-0.0068784281208869461,-0.08833064561998169,3.9836083454778555,-0.034540903778453882,0.0032710327875695557,0.019422778671599132,0.22291309866340295,-0.034540903778453882,4.0493340998665595,-0.013631731681256538,-0.0037608243519523608,-0.039678553592488931,0.0032710327875695557,-0.013631731681256538,3.9674675043171157,0.26469051615377975,1.4406113403437539,-0.033939516910207662,0.073749093588391296,1.3117768302050243
0.3337663028348295,1.6880090960940421,-0.035913426634241442,0.076128161651658366,1.5295527947813523,3.0564283882399184,7.4170372792233072,1.526322766727912,-0.012553292602018649,0.023672328559702454,-0.010030114137398443,1.526322766727912,4.2432562876677844,-0.12823064324143343,0.264266099232286,-0.10348400990438182,-0.012553292602018649,-0.12823064324143343,4.2159724964583649,-0.048702306939843946,0.023766746219115169,0.023672328559702454,0.264266099232286,-0.048702306939843946,4.2991021515687073,-0.042962508513048225,-0.010030114137398443,-0.10348400990438182,0.023766746219115169,-0.042962508513048225,4.2041320599172574,0.33647119944300763,1.692423264765482,-0.031457843843105307,0.074204699692285089,1.4898161288770284
0.31950460380014029,1.6057531078211498,-0.03005568665039908,0.05350311033153108,1.4587922045952588,2.9261365899566871,7.1825696816163562,1.4686565864175556,-0.0097852984680635684,0.015386724708143519,-0.009413766059866182,1.4686565864175556,4.0461505078993785,-0.10883701766911093,0.18467817326229458,-0.10657747099005641,-0.0097852984680635684,-0.10883701766911093,4.0276450363659375,-0.041040509556223383,0.024841373985377474,0.015386724708143519,0.18467817326229458,-0.041040509556223383,4.0736091106380092,-0.033362505026913326,-0.009413766059866182,-0.10657747099005641,0.024841373985377474,-0.033362505026913326,4.0272274808721242,0.32016680985678758,1.6099070704059899,-0.023097777055933723,0.055668226034503221,1.4233448514435687
0.3606632176450752,1.7480551572931593,-0.042563709006283652,0.071552320578927492,1.5664234229956222,3.051484511026251,7.2310224047416005,1.4806307176353639,-0.012313101713216392,0.01836978591151622,-0.00578488678421781,1.4806307176353639,4.0885931286561847,-0.13026962857251131,0.21820192732311958,-0.069908425915279432,-0.012313101713216392,-0.13026962857251131,4.0672251836380511,-0.043834283913089758,0.013544840602441219,0.01836978591151622,0.21820192732311958,-0.043834283913089758,4.132469974473822,-0.027480213359827737,-0.00578488678421781,-0.069908425915279432,0.013544840602441219,-0.027480213359827737,4.055973947238769,0.36093090617965973,1.7586111673818823,-0.047769098905432149,0.072962185604034654,1.5380235105498143
0.4121052747428402,1.893558477640833,-0.045946115612048054,0.07092350813258079,1.6494021699710961,3.1342912967208254,7.3444434639824419,1.5085884890266203,-0.012243735824695188,0.019792598284477055,-0.0094050481835289221,1.5085884890266203,4.185165632272061,-0.14318041839330084,0.21883634169481581,-0.11034363992094433,-0.012243735824695188,-0.14318041839330084,4.1742656978590595,-0.055937888945721652,0.031470404955072293,0.019792598284477055,0.21883634169481581,-0.055937888945721652,4.2124977134481281,-0.043016972588868725,-0.0094050481835289221,-0.11034363992094433,0.031470404955072293,-0.043016972588868725,4.1583180863662053,0.41287499649837472,1.9088192550482737,-0.038868242279714103,0.067178284593973139,1.6311645523281357
0.35806702574624644,1.7336007122303552,-0.040636853036540112,0.058586466263385741,1.5478887821296465,3.0256717510740581,7.2724930681174946,1.4907931626375031,-0.010723279958983589,0.017191770427790826,-0.0093927210832518392,1.4907931626375031,4.1210700187921461,-0.13043088272113895,0.19421796258880625,-0.10545004450178119,-0.010723279958983589,-0.13043088272113895,4.1087091651515051,-0.052123909777701864,0.021866129318283339,0.017191770427790826,0.19421796258880625,-0.052123909777701864,4.1479407388812888,-0.037774894648023132,-0.0093927210832518392,-0.10545004450178119,0.021866129318283339,-0.037774894648023132,4.0963585839080272,0.35913576345377107,1.7417593122157273,-0.043933949562285676,0.054208661551436603,1.5190974724294217
0.44196387211570165,1.9561364203879044,-0.056185077567814205,0.064357135237648369,1.6843700023035293,3.1480983945990753,7.2461082129463543,1.4841579225735584,-0.015012682999315017,0.015056888840597128,-0.0060475063112895274,1.4841579225735584,4.0953110699573614,-0.15874001463020804,0.18065036240963661,-0.08123821131660415,-0.015012682999315017,-0.15874001463020804,4.0890890139464462,-0.047526832212098927,0.023693666485604156,0.015056888840597128,0.18065036240963661,-0.047526832212098927,4.1171657749723822,-0.031707443131188395,-0.0060475063112895274,-0.08123821131660415,0.023693666485604156,-0.031707443131188395,4.0695898486762534,0.44078274700039954,1.9759400239748355,-0.056820307128222974,0.059043975793172158,1.6739037009878432
0.42735309555957229,1.9265204205405777,-0.03803729553063593,0.070103250871661721,1.6647369373737564,3.1398650137965305,7.3312514580863244,1.5052534430007214,-0.010537034565154202,0.019401969735278201,-0.0095564643795680113,1.5052534430007214,4.1706316171636333,-0.12002785433795238,0.21736236378163543,-0.11475835045624266,-0.010537034565154202,-0.12002785433795238,4.1517037149689155,-0.043088811988918056,0.030362485034594298,0.019401969735278201,0.21736236378163543,-0.043088811988918056,4.200432757869951,-0.050228751077928527,-0.0095564643795680113,-0.11475835045624266,0.030362485034594298,-0.050228751077928527,4.1494198859423861,0.42759486665467011,1.944360366382996,-0.028943042665033315,0.061302200217041303,1.6468990086755719
0.48422657813600423,2.0976557155749451,-0.060794234591121522,0.092402308598595259,1.7839770818208811,3.2922712960763048,7.3900150583760098,1.5196587004716049,-0.015569065243089836,0.022437735251320513,-0.004355493849124481,1.5196587004716049,4.2190178250733759,-0.16069854079237747,0.2466954359551416,-0.061807022331613025,-0.015569065243089836,-0.16069854079237747,4.2013271235406515,-0.058977885547382293,0.016865748700409949,0.022437735251320513,0.2466954359551416,-0.058977885547382293,4.2689350842223011,-0.034463203005146804,-0.004355493849124481,-0.061807022331613025,0.016865748700409949,-0.034463203005146804,4.1762976827557834,0.48458376787365609,2.1216115111100127,-0.064281281714674843,0.087307057770530286,1.7771569522017199
0.32470992285258871,1.6493491950651209,-0.03958090445289137,0.065066775867426721,1.5063899167141221,3.0151081804263367,7.2488266906225371,1.4850420099523767,-0.011233297878719038,0.018782148785953391,-0.005506944017070926,1.4850420099523767,4.1047613966869179,-0.13107085161699475,0.2128265732573219,-0.06333105102174999,-0.011233297878719038,-0.13107085161699475,4.0952554389584375,-0.051826668146346754,0.01834490922225834,0.018782148785953391,0.2128265732573219,-0.051826668146346754,4.1417729802706438,-0.025966809213158408,-0.005506944017070926,-0.06333105102174999,0.01834490922225834,-0.025966809213158408,4.0670728693995812,0.32534647834155689,1.655461608436275,-0.036720313338910113,0.068284117061534338,1.4642463336510465
